,City,Year,Month,Sold,List_price_avg,Sold_price_avg,above_below,monthly_change,monthly_change_per,days_on_mar
1106,oshawa,2019,October,257,"$397,175","$401,250",1.02%,"$28,813",7.73%,14
1107,oshawa,2019,September,245,"$375,925","$372,437",-0.92%,"-$47,700",-11.35%,15
1108,oshawa,2019,August,281,"$422,375","$420,137",-0.52%,"$39,575",10.39%,25
1109,oshawa,2019,July,286,"$382,112","$380,562",-0.4%,"-$26,438",-6.49%,17
1110,oshawa,2019,June,261,"$412,425","$407,000",-1.31%,"-$10,875",-2.6%,18
1111,oshawa,2019,May,310,"$419,937","$417,875",-0.49%,"$13,188",3.25%,14
1112,oshawa,2019,April,258,"$407,800","$404,687",-0.76%,"$16,087",4.13%,13
1113,oshawa,2019,March,225,"$391,148","$388,600",-0.65%,"$13,913",3.71%,14
1114,oshawa,2019,February,159,"$380,100","$374,687",-1.42%,"-$2,563",-0.67%,21
1115,oshawa,2019,January,158,"$391,424","$377,250",-3.62%,"-$1,375",-0.36%,34
1116,oshawa,2018,December,111,"$378,324","$378,625",0.07%,"-$8,487",-2.19%,24
1117,oshawa,2018,November,207,"$391,037","$387,112",-1%,"$15,612",4.2%,16
1118,oshawa,2018,October,204,"$383,175","$371,500",-3.04%,"-$38,687",-9.43%,31
1119,oshawa,2018,September,212,"$419,737","$410,187",-2.27%,"$4,231",1.04%,25
1120,oshawa,2018,August,239,"$411,487","$405,956",-1.34%,"$20,844",5.41%,23
1121,oshawa,2018,July,198,"$386,300","$385,112",-0.3%,"-$27,263",-6.61%,24
1122,oshawa,2018,June,240,"$415,686","$412,375",-0.79%,"$16,563",4.18%,23
1123,oshawa,2018,May,248,"$394,287","$395,812",0.38%,"$8,594",2.21%,15
1124,oshawa,2018,April,231,"$391,037","$387,218",-0.97%,"-$14,607",-3.63%,13
1125,oshawa,2018,March,237,"$402,037","$401,825",-0.05%,"$11,838",3.03%,13
1126,oshawa,2018,February,163,"$391,812","$389,987",-0.46%,-$950,-0.24%,12
1127,oshawa,2018,January,133,"$395,016","$390,937",-1.03%,"$3,562",0.91%,17
1128,oshawa,2017,December,157,"$389,710","$387,375",-0.59%,"$14,375",3.85%,20
1129,oshawa,2017,November,254,"$373,575","$373,000",-0.15%,"$1,500",0.4%,12
1130,oshawa,2017,October,215,"$375,275","$371,500",-1%,"$8,063",2.21%,19
1131,oshawa,2017,September,215,"$373,825","$363,437",-2.77%,"-$13,150",-3.49%,23
1132,oshawa,2017,August,215,"$379,072","$376,587",-0.65%,"$5,975",1.61%,19
1133,oshawa,2017,July,169,"$369,900","$370,612",0.19%,"-$20,913",-5.34%,19
1134,oshawa,2017,June,271,"$374,898","$391,525",4.43%,"-$4,172",-1.05%,10
1135,oshawa,2017,May,338,"$362,412","$395,697",9.18%,"-$41,052",-9.39%,7
1136,oshawa,2017,April,387,"$366,550","$436,749",19.15%,"-$11,626",-2.59%,6
1137,oshawa,2017,March,388,"$368,650","$448,375",21.62%,"$31,875",7.65%,5
1138,oshawa,2017,February,242,"$367,425","$416,500",13.35%,"$57,738",16.09%,11
1139,oshawa,2017,January,190,"$319,937","$358,762",12.13%,"-$6,210",-1.7%,9
1140,oshawa,2016,December,160,"$352,200","$364,972",3.62%,"$30,847",9.23%,10
1141,oshawa,2016,November,274,"$324,762","$334,125",2.88%,"$2,779",0.83%,9
1142,oshawa,2016,October,296,"$314,812","$331,346",5.25%,"$4,184",1.27%,8
1143,oshawa,2016,September,287,"$311,187","$327,162",5.13%,"-$2,588",-0.78%,7
1144,oshawa,2016,August,318,"$300,175","$329,750",9.85%,$382,0.11%,8
1145,oshawa,2016,July,264,"$305,798","$329,368",7.7%,"$8,368",2.6%,8
1146,oshawa,2016,June,402,"$297,450","$321,000",7.91%,"-$2,227",-0.68%,7
1147,oshawa,2016,May,429,"$298,787","$323,227",8.17%,"$14,577",4.72%,8
1148,oshawa,2016,April,363,"$274,925","$308,650",12.26%,"$12,275",4.14%,8
1149,oshawa,2016,March,276,"$278,675","$296,375",6.35%,"-$6,350",-2.09%,12
1150,oshawa,2016,February,227,"$295,512","$302,725",2.44%,"$35,475",13.27%,7
1151,oshawa,2016,January,170,"$263,925","$267,250",1.25%,"$6,875",2.64%,12
1152,oshawa,2015,December,156,"$264,812","$260,375",-1.67%,"$2,900",1.12%,14
1153,oshawa,2015,November,243,"$256,662","$257,475",0.31%,$525,0.2%,13
1154,oshawa,2015,October,252,"$254,975","$256,950",0.77%,"-$10,412",-3.89%,11
1155,oshawa,2015,September,271,"$266,623","$267,362",0.27%,"-$5,575",-2.04%,10
1156,oshawa,2015,August,283,"$270,350","$272,937",0.95%,"$17,937",7.03%,9
1157,oshawa,2015,July,311,"$253,200","$255,000",0.71%,"-$18,250",-6.67%,13
1158,oshawa,2015,June,382,"$263,475","$273,250",3.71%,"$11,263",4.29%,11
1159,oshawa,2015,May,324,"$258,800","$261,987",1.23%,"$8,512",3.35%,9
1160,oshawa,2015,April,336,"$250,650","$253,475",1.12%,"$4,600",1.84%,13
1161,oshawa,2015,March,289,"$246,037","$248,875",1.15%,"$11,813",4.98%,10
1162,oshawa,2015,February,190,"$235,187","$237,062",0.79%,"-$4,213",-1.74%,13
1163,oshawa,2015,January,138,"$244,075","$241,275",-1.14%,"$8,400",3.6%,15
1164,oshawa,2014,December,134,"$234,575","$232,875",-0.72%,"$21,000",9.91%,18
1165,oshawa,2014,November,191,"$214,737","$211,875",-1.33%,"-$19,000",-8.22%,24
1166,oshawa,2014,October,257,"$232,200","$230,875",-0.57%,"-$4,487",-1.9%,17
1167,oshawa,2014,September,274,"$237,300","$235,362",-0.81%,"-$16,763",-6.64%,16
1168,oshawa,2014,August,246,"$252,712","$252,125",-0.23%,"$12,563",5.24%,19
1169,oshawa,2014,July,280,"$243,500","$239,562",-1.61%,"$3,625",1.53%,17
1170,oshawa,2014,June,295,"$236,836","$235,937",-0.37%,"$9,575",4.22%,12
1171,oshawa,2014,May,329,"$229,700","$226,362",-1.45%,"-$4,250",-1.84%,13
1172,oshawa,2014,April,282,"$230,749","$230,612",-0.05%,"$7,412",3.32%,11
1173,oshawa,2014,March,238,"$226,150","$223,200",-1.3%,"$13,494",6.43%,10
1174,oshawa,2014,February,163,"$213,493","$209,706",-1.77%,"-$15,169",-6.74%,13
1175,oshawa,2014,January,133,"$230,037","$224,875",-2.24%,"$22,250",10.98%,29
1176,oshawa,2013,December,120,"$209,025","$202,625",-3.06%,"-$3,050",-1.48%,23
1177,oshawa,2013,November,210,"$208,925","$205,675",-1.55%,"-$9,175",-4.27%,18
1178,oshawa,2013,October,241,"$216,200","$214,850",-0.62%,"$4,300",2.04%,20
1179,oshawa,2013,September,223,"$214,784","$210,550",-1.97%,"-$4,512",-2.09%,23
1180,oshawa,2013,August,240,"$220,887","$215,062",-2.63%,"-$5,888",-2.66%,16
1181,oshawa,2013,July,245,"$225,600","$220,950",-2.06%,"-$4,300",-1.9%,24
1182,oshawa,2013,June,266,"$226,624","$225,250",-0.6%,"$11,938",5.59%,22
1183,oshawa,2013,May,303,"$218,624","$213,312",-2.42%,"$6,687",3.23%,18
1184,oshawa,2013,April,301,"$211,475","$206,625",-2.29%,-$250,-0.12%,19
1185,oshawa,2013,March,261,"$208,950","$206,875",-0.99%,"-$11,375",-5.21%,17
1186,oshawa,2013,February,189,"$224,187","$218,250",-2.64%,"$36,688",20.2%,24
1187,oshawa,2013,January,125,"$185,837","$181,562",-2.3%,"-$23,950",-11.65%,26
1188,oshawa,2012,December,107,"$209,225","$205,512",-1.77%,"$11,632",5.99%,29
1189,oshawa,2012,November,180,"$198,573","$193,880",-2.36%,"$4,005",2.1%,30
1190,oshawa,2012,October,205,"$193,362","$189,875",-1.8%,"-$12,112",-5.99%,18
1191,oshawa,2012,September,211,"$205,887","$201,987",-1.89%,"$1,175",0.58%,16
1192,oshawa,2012,August,204,"$205,912","$200,812",-2.47%,"$3,825",1.94%,28
1193,oshawa,2012,July,246,"$202,175","$196,987",-2.56%,"$4,387",2.27%,29
1194,oshawa,2012,June,263,"$198,925","$192,600",-3.17%,"-$7,650",-3.82%,18
1195,oshawa,2012,May,280,"$203,300","$200,250",-1.5%,"$7,900",4.1%,21
1196,oshawa,2012,April,286,"$197,137","$192,350",-2.42%,"$3,913",2.07%,28
1197,oshawa,2012,March,288,"$190,450","$188,437",-1.05%,"$12,625",7.18%,18
1198,oshawa,2012,February,215,"$178,675","$175,812",-1.6%,"-$2,125",-1.19%,17
1199,oshawa,2012,January,157,"$181,450","$177,937",-1.93%,"$177,937",0%,39
1200,richmond-hill,2021,December,202,"$1,029,362","$1,180,875",14.71%,"$42,875",3.76%,6
1201,richmond-hill,2021,November,316,"$1,029,061","$1,138,000",10.58%,"$12,625",1.12%,9
1202,richmond-hill,2021,October,349,"$1,058,862","$1,125,375",6.28%,"$22,875",2.07%,9
1203,richmond-hill,2021,September,334,"$1,004,958","$1,102,500",9.7%,"$10,875",0.99%,10
1204,richmond-hill,2021,August,294,"$1,018,750","$1,091,625",7.15%,"$37,638",3.57%,12
1205,richmond-hill,2021,July,310,"$1,006,862","$1,053,987",4.68%,"$21,700",2.1%,11
1206,richmond-hill,2021,June,352,"$979,100","$1,032,287",5.43%,"$12,327",1.2%,9
1207,richmond-hill,2021,May,351,"$968,334","$1,019,960",5.33%,"-$12,319",-1.19%,9
1208,richmond-hill,2021,April,372,"$962,812","$1,032,279",7.21%,"$19,956",1.97%,8
1209,richmond-hill,2021,March,481,"$933,848","$1,012,323",8.4%,"$10,123",1.01%,6
1210,richmond-hill,2021,February,339,"$918,200","$1,002,200",9.14%,"$1,575",0.15%,7
1211,richmond-hill,2021,January,253,"$977,225","$1,000,625",2.39%,"$72,150",7.77%,9
1212,richmond-hill,2020,December,268,"$912,225","$928,475",1.78%,"$27,788",3.08%,23
1213,richmond-hill,2020,November,254,"$881,750","$900,687",2.14%,"$16,562",1.87%,15
1214,richmond-hill,2020,October,293,"$870,087","$884,125",1.61%,"-$1,100",-0.12%,16
1215,richmond-hill,2020,September,337,"$882,812","$885,225",0.27%,"$5,740",0.65%,14
1216,richmond-hill,2020,August,318,"$862,250","$879,485",1.99%,"$1,735",0.19%,12
1217,richmond-hill,2020,July,300,"$852,250","$877,750",2.99%,"-$33,250",-3.64%,12
1218,richmond-hill,2020,June,219,"$885,250","$911,000",2.9%,"$74,763",8.94%,11
1219,richmond-hill,2020,May,105,"$841,437","$836,237",-0.61%,"$4,862",0.58%,14
1220,richmond-hill,2020,April,86,"$822,623","$831,375",1.06%,"-$60,862",-6.82%,18
1221,richmond-hill,2020,March,259,"$831,847","$892,237",7.25%,"$17,287",1.97%,8
1222,richmond-hill,2020,February,284,"$856,322","$874,950",2.17%,$325,0.03%,9
1223,richmond-hill,2020,January,141,"$874,081","$874,625",0.06%,"$61,375",7.54%,12
1224,richmond-hill,2019,December,155,"$830,825","$813,250",-2.11%,"-$9,225",-1.12%,26
1225,richmond-hill,2019,November,246,"$832,712","$822,475",-1.22%,"$17,350",2.15%,17
1226,richmond-hill,2019,October,255,"$821,600","$805,125",-2%,"$2,625",0.32%,19
1227,richmond-hill,2019,September,218,"$823,225","$802,500",-2.51%,"$3,938",0.49%,20
1228,richmond-hill,2019,August,256,"$816,237","$798,562",-2.16%,"$8,762",1.1%,26
1229,richmond-hill,2019,July,269,"$802,575","$789,800",-1.59%,"-$8,450",-1.05%,19
1230,richmond-hill,2019,June,235,"$805,936","$798,250",-0.95%,"$8,463",1.07%,16
1231,richmond-hill,2019,May,262,"$801,625","$789,787",-1.47%,"-$19,838",-2.45%,16
1232,richmond-hill,2019,April,261,"$816,750","$809,625",-0.87%,"$56,514",7.5%,17
1233,richmond-hill,2019,March,194,"$766,445","$753,111",-1.73%,"-$33,814",-4.29%,14
1234,richmond-hill,2019,February,142,"$805,975","$786,925",-2.36%,"$17,300",2.24%,17
1235,richmond-hill,2019,January,125,"$791,249","$769,625",-2.73%,"$4,500",0.58%,26
1236,richmond-hill,2018,December,97,"$792,925","$765,125",-3.5%,$650,0.08%,30
1237,richmond-hill,2018,November,171,"$785,875","$764,475",-2.72%,"-$1,782",-0.23%,25
1238,richmond-hill,2018,October,179,"$802,612","$766,257",-4.52%,"-$28,118",-3.53%,30
1239,richmond-hill,2018,September,183,"$809,950","$794,375",-1.92%,"$18,913",2.43%,22
1240,richmond-hill,2018,August,214,"$796,548","$775,462",-2.64%,"-$17,763",-2.23%,22
1241,richmond-hill,2018,July,162,"$814,636","$793,225",-2.62%,"-$19,198",-2.36%,28
1242,richmond-hill,2018,June,177,"$821,487","$812,423",-1.1%,"$18,823",2.37%,20
1243,richmond-hill,2018,May,200,"$792,712","$793,600",0.11%,"$5,475",0.69%,17
1244,richmond-hill,2018,April,186,"$807,698","$788,125",-2.42%,"$12,875",1.66%,17
1245,richmond-hill,2018,March,177,"$792,500","$775,250",-2.17%,"-$14,375",-1.82%,19
1246,richmond-hill,2018,February,132,"$813,562","$789,625",-2.94%,"$14,000",1.8%,17
1247,richmond-hill,2018,January,99,"$783,075","$775,625",-0.95%,"$50,167",6.91%,28
1248,richmond-hill,2017,December,100,"$718,675","$725,458",0.94%,"-$37,342",-4.89%,20
1249,richmond-hill,2017,November,178,"$779,962","$762,800",-2.2%,"-$3,200",-0.41%,22
1250,richmond-hill,2017,October,179,"$784,962","$766,000",-2.41%,"-$55,343",-6.73%,22
1251,richmond-hill,2017,September,120,"$824,223","$821,343",-0.34%,"$30,968",3.91%,20
1252,richmond-hill,2017,August,117,"$814,169","$790,375",-2.92%,"$10,763",1.38%,21
1253,richmond-hill,2017,July,94,"$806,087","$779,612",-3.28%,"-$87,638",-10.1%,24
1254,richmond-hill,2017,June,152,"$884,696","$867,250",-1.97%,"$35,000",4.2%,14
1255,richmond-hill,2017,May,199,"$806,100","$832,250",3.24%,"-$116,250",-12.25%,8
1256,richmond-hill,2017,April,312,"$858,936","$948,500",10.42%,"-$36,625",-3.71%,8
1257,richmond-hill,2017,March,393,"$848,184","$985,125",16.14%,"$73,875",8.1%,6
1258,richmond-hill,2017,February,292,"$789,000","$911,250",15.49%,"$62,889",7.41%,5
1259,richmond-hill,2017,January,215,"$782,347","$848,361",8.43%,"$72,861",9.39%,8
1260,richmond-hill,2016,December,172,"$762,074","$775,500",1.76%,"-$3,750",-0.48%,25
1261,richmond-hill,2016,November,320,"$759,225","$779,250",2.63%,"$14,938",1.95%,13
1262,richmond-hill,2016,October,317,"$737,736","$764,312",3.6%,"-$14,266",-1.83%,9
1263,richmond-hill,2016,September,320,"$739,950","$778,578",5.22%,"$13,953",1.82%,9
1264,richmond-hill,2016,August,343,"$740,200","$764,625",3.29%,"$24,800",3.35%,16
1265,richmond-hill,2016,July,247,"$716,612","$739,825",3.23%,"-$21,500",-2.82%,16
1266,richmond-hill,2016,June,466,"$714,849","$761,325",6.5%,"$28,025",3.82%,12
1267,richmond-hill,2016,May,517,"$698,725","$733,300",4.94%,$800,0.1%,10
1268,richmond-hill,2016,April,519,"$694,384","$732,500",5.48%,"$10,625",1.47%,10
1269,richmond-hill,2016,March,437,"$674,722","$721,875",6.98%,"$39,775",5.83%,12
1270,richmond-hill,2016,February,306,"$670,000","$682,100",1.8%,-$400,-0.05%,12
1271,richmond-hill,2016,January,202,"$669,084","$682,500",2%,"$31,750",4.87%,14
1272,richmond-hill,2015,December,177,"$636,300","$650,750",2.27%,"$39,400",6.44%,26
1273,richmond-hill,2015,November,242,"$615,999","$611,350",-0.75%,"-$11,875",-1.9%,19
1274,richmond-hill,2015,October,329,"$624,625","$623,225",-0.22%,"$3,350",0.54%,17
1275,richmond-hill,2015,September,319,"$613,312","$619,875",1.07%,"-$32,125",-4.92%,13
1276,richmond-hill,2015,August,287,"$650,687","$652,000",0.2%,"$20,213",3.19%,17
1277,richmond-hill,2015,July,379,"$623,225","$631,787",1.37%,"$11,787",1.9%,15
1278,richmond-hill,2015,June,440,"$616,897","$620,000",0.5%,"$5,250",0.85%,13
1279,richmond-hill,2015,May,443,"$603,412","$614,750",1.87%,$200,0.03%,13
1280,richmond-hill,2015,April,445,"$609,812","$614,550",0.77%,"$18,825",3.16%,12
1281,richmond-hill,2015,March,377,"$577,987","$595,725",3.06%,"$4,700",0.79%,13
1282,richmond-hill,2015,February,290,"$590,557","$591,025",0.07%,"$36,575",6.59%,12
1283,richmond-hill,2015,January,168,"$560,437","$554,450",-1.06%,"$3,239",0.58%,22
1284,richmond-hill,2014,December,161,"$565,362","$551,211",-2.5%,"-$6,351",-1.13%,18
1285,richmond-hill,2014,November,249,"$562,325","$557,562",-0.84%,"-$5,063",-0.89%,19
1286,richmond-hill,2014,October,309,"$569,058","$562,625",-1.13%,"$31,785",5.98%,21
1287,richmond-hill,2014,September,317,"$540,000","$530,840",-1.69%,"-$31,010",-5.51%,17
1288,richmond-hill,2014,August,286,"$572,350","$561,850",-1.83%,"$17,725",3.25%,19
1289,richmond-hill,2014,July,338,"$545,950","$544,125",-0.33%,"$21,802",4.17%,20
1290,richmond-hill,2014,June,397,"$525,912","$522,323",-0.68%,"-$18,427",-3.4%,16
1291,richmond-hill,2014,May,416,"$546,950","$540,750",-1.13%,"$1,250",0.23%,13
1292,richmond-hill,2014,April,358,"$545,694","$539,500",-1.13%,"$11,588",2.19%,13
1293,richmond-hill,2014,March,338,"$524,100","$527,912",0.72%,-$588,-0.11%,13
1294,richmond-hill,2014,February,272,"$531,261","$528,500",-0.51%,"$22,250",4.39%,14
1295,richmond-hill,2014,January,150,"$511,572","$506,250",-1.04%,$88,0.01%,29
1296,richmond-hill,2013,December,142,"$517,087","$506,162",-2.11%,"$2,975",0.59%,27
1297,richmond-hill,2013,November,237,"$517,775","$503,187",-2.81%,-$738,-0.14%,21
1298,richmond-hill,2013,October,308,"$512,925","$503,925",-1.75%,"-$13,387",-2.58%,22
1299,richmond-hill,2013,September,239,"$524,309","$517,312",-1.33%,"$5,437",1.06%,17
1300,richmond-hill,2013,August,265,"$523,337","$511,875",-2.19%,"$5,250",1.03%,23
1301,richmond-hill,2013,July,335,"$516,825","$506,625",-1.97%,"$5,875",1.17%,22
1302,richmond-hill,2013,June,334,"$509,425","$500,750",-1.7%,"$17,600",3.64%,18
1303,richmond-hill,2013,May,342,"$490,425","$483,150",-1.48%,"-$17,350",-3.46%,17
1304,richmond-hill,2013,April,344,"$512,475","$500,500",-2.33%,"-$3,850",-0.76%,17
1305,richmond-hill,2013,March,296,"$512,775","$504,350",-1.64%,"$5,543",1.11%,16
1306,richmond-hill,2013,February,235,"$508,062","$498,807",-1.82%,"$17,432",3.62%,19
1307,richmond-hill,2013,January,187,"$493,823","$481,375",-2.52%,"$2,000",0.41%,27
1308,richmond-hill,2012,December,137,"$490,312","$479,375",-2.23%,"$3,085",0.64%,32
1309,richmond-hill,2012,November,158,"$492,325","$476,290",-3.25%,"$2,165",0.45%,28
1310,richmond-hill,2012,October,244,"$481,975","$474,125",-1.62%,"-$4,375",-0.91%,22
1311,richmond-hill,2012,September,201,"$494,112","$478,500",-3.15%,"$25,550",5.64%,18
1312,richmond-hill,2012,August,200,"$460,749","$452,950",-1.69%,"-$40,900",-8.28%,19
1313,richmond-hill,2012,July,241,"$499,434","$493,850",-1.11%,"$7,725",1.58%,17
1314,richmond-hill,2012,June,319,"$495,650","$486,125",-1.92%,$125,0.02%,17
1315,richmond-hill,2012,May,383,"$488,534","$486,000",-0.51%,"$2,000",0.41%,15
1316,richmond-hill,2012,April,417,"$483,962","$484,000",0%,"-$12,437",-2.5%,10
1317,richmond-hill,2012,March,356,"$494,962","$496,437",0.29%,"$29,812",6.38%,8
1318,richmond-hill,2012,February,269,"$470,500","$466,625",-0.82%,"$9,100",1.98%,10
1319,richmond-hill,2012,January,165,"$462,537","$457,525",-1.08%,"$457,525",0%,15
1320,toronto,2021,December,"1,860","$918,446","$1,033,750",12.55%,"-$1,062",-0.1%,9
1321,toronto,2021,November,"3,002","$915,112","$1,034,812",13.08%,"$7,812",0.76%,8
1322,toronto,2021,October,"3,819","$943,225","$1,027,000",8.88%,"$18,625",1.84%,8
1323,toronto,2021,September,"3,152","$909,450","$1,008,375",10.87%,"$56,375",5.92%,7
1324,toronto,2021,August,"2,968","$893,420","$952,000",6.55%,"-$3,812",-0.39%,10
1325,toronto,2021,July,"3,096","$896,737","$955,812",6.58%,"-$21,125",-2.16%,9
1326,toronto,2021,June,"3,715","$903,096","$976,937",8.17%,"-$11,563",-1.16%,8
1327,toronto,2021,May,"4,141","$897,525","$988,500",10.13%,"-$13,475",-1.34%,7
1328,toronto,2021,April,"4,539","$895,725","$1,001,975",11.86%,"$5,475",0.54%,6
1329,toronto,2021,March,"5,159","$883,975","$996,500",12.72%,"$15,400",1.56%,6
1330,toronto,2021,February,"3,623","$886,350","$981,100",10.68%,"$45,063",4.81%,7
1331,toronto,2021,January,"2,540","$885,725","$936,037",5.68%,"$61,037",6.97%,11
1332,toronto,2020,December,"2,541","$848,825","$875,000",3.08%,"$4,775",0.54%,16
1333,toronto,2020,November,"2,893","$843,937","$870,225",3.11%,"$10,725",1.24%,12
1334,toronto,2020,October,"3,353","$831,750","$859,500",3.33%,"-$16,095",-1.83%,11
1335,toronto,2020,September,"3,423","$833,975","$875,595",4.99%,"-$1,880",-0.21%,10
1336,toronto,2020,August,"3,287","$823,175","$877,475",6.59%,"-$26,650",-2.94%,9
1337,toronto,2020,July,"3,495","$861,975","$904,125",4.88%,"-$14,312",-1.55%,9
1338,toronto,2020,June,"2,794","$878,450","$918,437",4.55%,"$53,987",6.24%,8
1339,toronto,2020,May,"1,446","$842,935","$864,450",2.55%,"$45,700",5.58%,11
1340,toronto,2020,April,962,"$807,912","$818,750",1.34%,"-$59,850",-6.81%,12
1341,toronto,2020,March,"2,611","$786,950","$878,600",11.64%,"-$34,184",-3.74%,6
1342,toronto,2020,February,"2,576","$844,810","$912,784",8.04%,"$113,534",14.2%,7
1343,toronto,2020,January,"1,564","$779,337","$799,250",2.55%,"$19,186",2.45%,9
1344,toronto,2019,December,"1,499","$763,087","$780,064",2.22%,"-$18,498",-2.31%,16
1345,toronto,2019,November,"2,548","$771,787","$798,562",3.46%,"-$13,313",-1.63%,12
1346,toronto,2019,October,"3,219","$781,450","$811,875",3.89%,"-$1,600",-0.19%,12
1347,toronto,2019,September,"2,995","$775,459","$813,475",4.9%,"$57,225",7.56%,10
1348,toronto,2019,August,"2,329","$739,200","$756,250",2.3%,"-$5,000",-0.65%,14
1349,toronto,2019,July,"2,917","$746,725","$761,250",1.94%,"-$40,312",-5.02%,13
1350,toronto,2019,June,"2,977","$783,000","$801,562",2.37%,"-$5,938",-0.73%,11
1351,toronto,2019,May,"3,475","$782,750","$807,500",3.16%,"$23,500",2.99%,10
1352,toronto,2019,April,"3,138","$756,975","$784,000",3.57%,"$16,438",2.14%,9
1353,toronto,2019,March,"2,454","$742,300","$767,562",3.4%,"-$23,063",-2.91%,9
1354,toronto,2019,February,"1,863","$769,000","$790,625",2.81%,"$55,375",7.53%,12
1355,toronto,2019,January,"1,391","$726,725","$735,250",1.17%,"$25,063",3.52%,14
1356,toronto,2018,December,"1,350","$715,837","$710,187",-0.78%,"-$55,313",-7.22%,20
1357,toronto,2018,November,"2,420","$748,450","$765,500",2.27%,"-$7,125",-0.92%,14
1358,toronto,2018,October,"2,844","$744,697","$772,625",3.75%,"$13,000",1.71%,12
1359,toronto,2018,September,"2,206","$750,925","$759,625",1.15%,"$53,625",7.59%,11
1360,toronto,2018,August,"2,050","$700,950","$706,000",0.72%,"-$23,225",-3.18%,15
1361,toronto,2018,July,"1,880","$727,100","$729,225",0.29%,"-$45,700",-5.89%,13
1362,toronto,2018,June,"2,663","$753,323","$774,925",2.86%,"-$2,200",-0.28%,11
1363,toronto,2018,May,"3,073","$743,587","$777,125",4.51%,"-$7,437",-0.94%,10
1364,toronto,2018,April,"2,869","$741,700","$784,562",5.77%,"$30,362",4.02%,9
1365,toronto,2018,March,"2,593","$738,725","$754,200",2.09%,"$5,951",0.79%,8
1366,toronto,2018,February,"1,770","$733,575","$748,249",2%,"$30,499",4.24%,11
1367,toronto,2018,January,"1,275","$712,850","$717,750",0.68%,"$36,139",5.3%,19
1368,toronto,2017,December,"1,485","$684,836","$681,611",-0.47%,"-$19,670",-2.8%,16
1369,toronto,2017,November,"2,706","$693,049","$701,281",1.18%,"-$37,969",-5.13%,13
1370,toronto,2017,October,"2,257","$730,800","$739,250",1.15%,"$17,750",2.46%,13
1371,toronto,2017,September,"1,794","$716,830","$721,500",0.65%,"$32,875",4.77%,12
1372,toronto,2017,August,"1,710","$680,199","$688,625",1.23%,"-$15,748",-2.23%,17
1373,toronto,2017,July,"1,483","$702,062","$704,373",0.32%,"-$38,189",-5.14%,15
1374,toronto,2017,June,"2,525","$724,487","$742,562",2.49%,"-$38,625",-4.94%,10
1375,toronto,2017,May,"3,693","$722,750","$781,187",8.08%,"-$57,938",-6.9%,7
1376,toronto,2017,April,"3,860","$718,062","$839,125",16.85%,"$11,800",1.42%,7
1377,toronto,2017,March,"3,837","$686,787","$827,325",20.46%,"$31,325",3.93%,6
1378,toronto,2017,February,"2,818","$681,222","$796,000",16.84%,"$90,498",12.82%,7
1379,toronto,2017,January,"1,953","$638,448","$705,502",10.5%,"$48,752",7.42%,8
1380,toronto,2016,December,"1,913","$631,662","$656,750",3.97%,"-$28,275",-4.12%,12
1381,toronto,2016,November,"3,129","$649,175","$685,025",5.52%,"$4,588",0.67%,10
1382,toronto,2016,October,"2,963","$641,712","$680,437",6.03%,"$19,212",2.9%,10
1383,toronto,2016,September,"2,948","$619,200","$661,225",6.78%,"$46,975",7.64%,10
1384,toronto,2016,August,"3,128","$588,622","$614,250",4.35%,"-$10,500",-1.68%,11
1385,toronto,2016,July,"2,533","$592,975","$624,750",5.35%,"-$29,625",-4.52%,11
1386,toronto,2016,June,"4,569","$611,312","$654,375",7.04%,$375,0.05%,10
1387,toronto,2016,May,"4,811","$611,722","$654,000",6.91%,"$5,250",0.8%,9
1388,toronto,2016,April,"4,470","$612,575","$648,750",5.9%,"$32,000",5.18%,9
1389,toronto,2016,March,"3,725","$588,573","$616,750",4.78%,"-$8,250",-1.32%,10
1390,toronto,2016,February,"2,914","$599,850","$625,000",4.19%,"$69,125",12.43%,11
1391,toronto,2016,January,"1,885","$545,837","$555,875",1.83%,"$8,875",1.62%,16
1392,toronto,2015,December,"1,910","$547,700","$547,000",-0.12%,"-$19,762",-3.48%,19
1393,toronto,2015,November,"2,844","$567,462","$566,762",-0.12%,"-$9,613",-1.66%,16
1394,toronto,2015,October,"3,453","$567,173","$576,375",1.62%,"$9,813",1.73%,15
1395,toronto,2015,September,"3,205","$551,763","$566,562",2.68%,"$27,437",5.08%,13
1396,toronto,2015,August,"2,832","$529,300","$539,125",1.85%,"-$7,625",-1.39%,14
1397,toronto,2015,July,"3,468","$544,175","$546,750",0.47%,"-$20,037",-3.53%,14
1398,toronto,2015,June,"4,406","$547,098","$566,787",3.59%,"-$11,713",-2.02%,12
1399,toronto,2015,May,"4,355","$559,700","$578,500",3.35%,"$11,050",1.94%,11
1400,toronto,2015,April,"4,174","$546,353","$567,450",3.86%,"$3,825",0.67%,11
1401,toronto,2015,March,"3,484","$543,337","$563,625",3.73%,"$16,188",2.95%,11
1402,toronto,2015,February,"2,509","$529,050","$547,437",3.47%,"$19,000",3.59%,12
1403,toronto,2015,January,"1,679","$525,237","$528,437",0.6%,"$39,862",8.15%,14
1404,toronto,2014,December,"1,714","$492,137","$488,575",-0.72%,"-$37,797",-7.18%,21
1405,toronto,2014,November,"2,742","$515,950","$526,372",2.01%,"-$3,128",-0.59%,16
1406,toronto,2014,October,"3,461","$516,962","$529,500",2.42%,"$5,750",1.09%,14
